,station,date,prcp,tobs
4318,USC00513117,2014-06-10,0.1,72
4319,USC00513117,2014-06-11,0.15,74
4323,USC00513117,2014-06-15,0.01,75
4324,USC00513117,2014-06-16,0.12,74
4325,USC00513117,2014-06-17,0.05,72
4326,USC00513117,2014-06-18,0.07,74
4328,USC00513117,2014-06-20,0.29,70
4329,USC00513117,2014-06-21,0.06,71
4330,USC00513117,2014-06-22,0.15,72
4331,USC00513117,2014-06-23,0.15,71
4332,USC00513117,2014-06-24,0.1,73
4333,USC00513117,2014-06-25,0.04,74
4334,USC00513117,2014-06-26,0.04,72
4335,USC00513117,2014-06-27,0.02,74
4336,USC00513117,2014-06-28,0.25,76
4337,USC00513117,2014-06-29,0.18,72
4338,USC00513117,2014-06-30,0.03,75
4339,USC00513117,2014-07-01,0.01,75
4340,USC00513117,2014-07-02,0.02,76
4341,USC00513117,2014-07-03,0.19,77
4342,USC00513117,2014-07-04,0.03,78
4343,USC00513117,2014-07-05,0.02,73
4344,USC00513117,2014-07-06,0.21,76
4345,USC00513117,2014-07-07,0.12,76
4346,USC00513117,2014-07-08,0.08,75
4347,USC00513117,2014-07-09,0.01,73
4348,USC00513117,2014-07-10,0.02,74
4349,USC00513117,2014-07-11,0.04,73
4350,USC00513117,2014-07-12,0.01,76
4351,USC00513117,2014-07-13,0.05,77
4352,USC00513117,2014-07-14,0.19,77
4353,USC00513117,2014-07-15,0.03,76
4354,USC00513117,2014-07-16,0.12,76
4355,USC00513117,2014-07-17,0.01,75
4356,USC00513117,2014-07-18,0.13,75
4358,USC00513117,2014-07-20,5.98,72
4359,USC00513117,2014-07-21,0.05,82
4360,USC00513117,2014-07-22,0.01,75
4361,USC00513117,2014-07-23,0.31,76
4364,USC00513117,2014-07-26,0.02,77
4365,USC00513117,2014-07-27,0.04,78
4371,USC00513117,2014-08-02,0.1,77
4375,USC00513117,2014-08-06,0.04,74
4376,USC00513117,2014-08-07,0.03,75
4377,USC00513117,2014-08-08,0.08,76
4378,USC00513117,2014-08-09,0.31,77
4379,USC00513117,2014-08-10,0.06,79
4382,USC00513117,2014-08-13,0.37,74
4384,USC00513117,2014-08-15,0.01,77
4385,USC00513117,2014-08-16,0.03,76
4387,USC00513117,2014-08-18,0.06,77
4389,USC00513117,2014-08-20,0.08,76
4390,USC00513117,2014-08-21,0.11,75
4391,USC00513117,2014-08-22,0.18,77
4392,USC00513117,2014-08-23,0.01,76
4393,USC00513117,2014-08-24,0.19,84
4394,USC00513117,2014-08-25,0.07,74
4395,USC00513117,2014-08-26,0.33,72
4396,USC00513117,2014-08-27,0.47,74
4397,USC00513117,2014-08-28,0.01,73
4398,USC00513117,2014-08-29,0.06,72
4399,USC00513117,2014-08-30,0.27,84
4400,USC00513117,2014-08-31,0.01,74
4401,USC00513117,2014-09-01,0.02,75
4402,USC00513117,2014-09-02,1.37,73
4403,USC00513117,2014-09-03,0.02,77
4404,USC00513117,2014-09-07,0.29,76
4406,USC00513117,2014-09-09,0.03,74
4407,USC00513117,2014-09-10,0.04,77
4409,USC00513117,2014-09-12,0.01,73
4412,USC00513117,2014-09-15,0.36,74
4414,USC00513117,2014-09-17,0.02,75
4415,USC00513117,2014-09-18,0.2,74
4416,USC00513117,2014-09-19,0.13,73
4417,USC00513117,2014-09-20,0.23,76
4419,USC00513117,2014-09-22,0.01,78
4420,USC00513117,2014-09-23,0.03,77
4422,USC00513117,2014-09-25,0.14,78
4423,USC00513117,2014-09-26,0.3,77
4424,USC00513117,2014-09-27,0.02,78
4425,USC00513117,2014-09-28,0.23,74
4426,USC00513117,2014-09-29,0.22,75
4427,USC00513117,2014-09-30,0.31,73
4428,USC00513117,2014-10-01,1.71,73
4429,USC00513117,2014-10-02,0.01,75
4430,USC00513117,2014-10-03,0.01,78
4431,USC00513117,2014-10-04,0.33,74
4432,USC00513117,2014-10-05,0.64,74
4433,USC00513117,2014-10-06,0.26,74
4435,USC00513117,2014-10-08,0.13,74
4436,USC00513117,2014-10-09,0.01,76
4437,USC00513117,2014-10-10,0.08,78
4438,USC00513117,2014-10-11,0.02,77
4441,USC00513117,2014-10-15,0.1,76
4442,USC00513117,2014-10-16,0.01,79
4443,USC00513117,2014-10-17,0.02,76
4444,USC00513117,2014-10-18,0.21,80
4445,USC00513117,2014-10-19,2.06,74
4446,USC00513117,2014-10-20,1.84,76
4448,USC00513117,2014-10-22,0.02,77
4450,USC00513117,2014-10-24,0.41,74
4451,USC00513117,2014-10-25,0.05,77
4454,USC00513117,2014-10-28,0.06,73
4456,USC00513117,2014-10-30,0.22,76
4457,USC00513117,2014-10-31,0.02,76
4458,USC00513117,2014-11-01,0.11,77
4459,USC00513117,2014-11-02,0.11,75
4460,USC00513117,2014-11-03,0.03,78
4462,USC00513117,2014-11-05,0.05,77
4463,USC00513117,2014-11-06,0.18,76
4464,USC00513117,2014-11-07,0.14,72
4465,USC00513117,2014-11-08,0.46,74
4469,USC00513117,2014-11-12,0.41,70
4471,USC00513117,2014-11-14,0.09,75
4472,USC00513117,2014-11-15,1.03,71
4473,USC00513117,2014-11-16,0.09,72
4476,USC00513117,2014-11-19,0.01,75
4477,USC00513117,2014-11-20,0.01,76
4478,USC00513117,2014-11-21,0.01,81
4481,USC00513117,2014-11-24,0.13,71
4482,USC00513117,2014-11-25,0.05,70
4483,USC00513117,2014-11-26,0.01,73
4485,USC00513117,2014-11-28,0.01,73
4486,USC00513117,2014-11-29,0.02,74
4487,USC00513117,2014-11-30,0.15,73
4490,USC00513117,2014-12-03,0.05,69
4491,USC00513117,2014-12-04,1.35,67
4492,USC00513117,2014-12-05,0.01,70
4498,USC00513117,2014-12-11,0.05,74
4499,USC00513117,2014-12-12,0.12,70
4500,USC00513117,2014-12-13,0.03,73
4501,USC00513117,2014-12-14,0.11,71
4503,USC00513117,2014-12-16,0.03,71
4504,USC00513117,2014-12-17,0.14,71
4505,USC00513117,2014-12-18,0.09,72
4506,USC00513117,2014-12-19,0.01,76
4510,USC00513117,2014-12-23,1.1,70
4511,USC00513117,2014-12-24,1.24,68
4512,USC00513117,2014-12-25,0.09,77
4518,USC00513117,2014-12-31,0.72,64
4519,USC00513117,2015-01-01,0.01,64
4520,USC00513117,2015-01-02,0.01,64
4521,USC00513117,2015-01-03,1.46,63
4522,USC00513117,2015-01-04,0.02,66
4524,USC00513117,2015-01-06,0.07,69
4528,USC00513117,2015-01-10,0.04,69
4534,USC00513117,2015-01-16,0.01,71
4542,USC00513117,2015-01-24,0.09,69
4543,USC00513117,2015-01-25,0.46,67
4544,USC00513117,2015-01-26,0.73,70
4545,USC00513117,2015-01-27,0.01,71
4546,USC00513117,2015-01-28,0.09,68
4548,USC00513117,2015-01-30,0.02,65
4553,USC00513117,2015-02-04,0.77,74
4559,USC00513117,2015-02-10,0.1,70
4563,USC00513117,2015-02-14,0.13,76
4564,USC00513117,2015-02-15,0.8,61
4569,USC00513117,2015-02-20,0.02,70
4570,USC00513117,2015-02-21,0.76,69
4575,USC00513117,2015-02-26,0.06,71
4576,USC00513117,2015-02-27,0.08,70
4577,USC00513117,2015-02-28,0.25,69
4578,USC00513117,2015-03-01,0.27,72
4579,USC00513117,2015-03-02,0.04,72
4580,USC00513117,2015-03-03,0.02,73
4581,USC00513117,2015-03-04,0.06,72
4582,USC00513117,2015-03-05,0.52,69
4583,USC00513117,2015-03-06,0.06,68
4585,USC00513117,2015-03-08,0.01,65
4587,USC00513117,2015-03-10,0.03,63
4590,USC00513117,2015-03-13,0.02,62
4593,USC00513117,2015-03-16,0.01,65
4597,USC00513117,2015-03-20,0.11,70
4598,USC00513117,2015-03-21,0.08,71
4599,USC00513117,2015-03-22,0.05,73
4602,USC00513117,2015-03-25,0.02,69
4603,USC00513117,2015-03-26,0.06,70
4606,USC00513117,2015-03-29,0.38,73
4607,USC00513117,2015-03-30,0.02,71
4608,USC00513117,2015-03-31,0.6,70
4609,USC00513117,2015-04-01,0.24,73
4610,USC00513117,2015-04-02,0.01,73
4613,USC00513117,2015-04-05,0.06,74
4616,USC00513117,2015-04-08,0.19,72
4617,USC00513117,2015-04-09,0.03,72
4620,USC00513117,2015-04-12,0.09,73
4621,USC00513117,2015-04-13,0.03,72
4622,USC00513117,2015-04-14,0.01,73
4623,USC00513117,2015-04-15,0.05,74
4624,USC00513117,2015-04-16,0.04,72
4625,USC00513117,2015-04-17,0.01,73
4626,USC00513117,2015-04-18,0.02,74
4629,USC00513117,2015-04-21,0.04,73
4630,USC00513117,2015-04-22,0.1,69
4631,USC00513117,2015-04-23,0.02,71
4632,USC00513117,2015-04-24,0.04,76
4633,USC00513117,2015-04-25,0.01,74
4635,USC00513117,2015-04-27,0.17,73
4636,USC00513117,2015-04-28,0.09,73
4637,USC00513117,2015-04-29,0.09,75
4638,USC00513117,2015-04-30,0.03,76
4639,USC00513117,2015-05-01,0.05,74
4642,USC00513117,2015-05-05,0.02,75
4645,USC00513117,2015-05-08,0.04,76
4646,USC00513117,2015-05-09,0.13,74
4647,USC00513117,2015-05-10,0.05,73
4648,USC00513117,2015-05-11,0.02,74
4651,USC00513117,2015-05-14,0.1,73
4652,USC00513117,2015-05-15,0.02,72
4653,USC00513117,2015-05-16,0.02,76
4654,USC00513117,2015-05-17,0.01,73
4655,USC00513117,2015-05-18,0.27,73
4656,USC00513117,2015-05-19,0.02,73
4657,USC00513117,2015-05-20,0.03,72
4658,USC00513117,2015-05-21,0.06,68
4660,USC00513117,2015-05-23,0.8,68
4662,USC00513117,2015-05-25,0.01,72
4663,USC00513117,2015-05-26,0.08,67
4664,USC00513117,2015-05-27,0.07,67
4665,USC00513117,2015-05-28,1.29,68
4666,USC00513117,2015-05-29,0.01,68
4668,USC00513117,2015-05-31,0.34,74
4670,USC00513117,2015-06-04,0.27,72
4674,USC00513117,2015-06-08,0.1,72
4675,USC00513117,2015-06-09,0.05,74
4676,USC00513117,2015-06-10,0.07,74
4677,USC00513117,2015-06-11,0.1,72
4680,USC00513117,2015-06-14,0.07,79
4682,USC00513117,2015-06-16,0.14,75
4683,USC00513117,2015-06-17,0.25,72
4684,USC00513117,2015-06-18,0.14,74
4685,USC00513117,2015-06-19,0.02,76
4686,USC00513117,2015-06-20,0.04,76
4687,USC00513117,2015-06-21,0.01,77
4688,USC00513117,2015-06-22,0.01,75
4689,USC00513117,2015-06-23,0.03,76
4690,USC00513117,2015-06-24,0.14,75
4691,USC00513117,2015-06-25,0.2,75
4692,USC00513117,2015-06-26,0.1,76
4693,USC00513117,2015-06-27,0.06,76
4695,USC00513117,2015-07-06,0.01,78
4697,USC00513117,2015-07-09,0.05,79
4698,USC00513117,2015-07-10,0.29,77
4699,USC00513117,2015-07-11,0.33,78
4700,USC00513117,2015-07-12,0.3,77
4701,USC00513117,2015-07-13,0.2,79
4704,USC00513117,2015-07-18,0.07,78
4705,USC00513117,2015-07-19,0.03,77
4706,USC00513117,2015-07-20,0.03,77
4707,USC00513117,2015-08-01,0.05,79
4708,USC00513117,2015-08-02,0.02,80
4709,USC00513117,2015-08-03,0.02,81
4711,USC00513117,2015-08-05,0.02,77
4712,USC00513117,2015-08-06,0.27,77
4713,USC00513117,2015-08-07,0.3,77
4714,USC00513117,2015-08-08,0.27,76
4715,USC00513117,2015-08-10,0.01,79
4716,USC00513117,2015-08-11,0.02,79
4717,USC00513117,2015-08-12,0.09,79
4718,USC00513117,2015-08-13,0.19,77
4719,USC00513117,2015-08-14,0.21,78
4720,USC00513117,2015-08-15,0.02,83
4721,USC00513117,2015-08-17,0.51,74
4722,USC00513117,2015-08-18,0.24,74
4723,USC00513117,2015-08-19,0.02,76
4724,USC00513117,2015-08-20,0.08,79
4725,USC00513117,2015-08-21,0.05,83
4726,USC00513117,2015-08-22,0.65,77
4727,USC00513117,2015-08-23,0.33,73
4728,USC00513117,2015-08-24,0.23,76
4729,USC00513117,2015-08-25,0.52,76
4730,USC00513117,2015-08-26,1.03,76
4733,USC00513117,2015-08-29,0.25,81
4735,USC00513117,2015-09-01,0.32,78
4736,USC00513117,2015-09-02,0.28,79
4737,USC00513117,2015-09-03,1.55,79
4740,USC00513117,2015-09-06,0.71,76
4741,USC00513117,2015-09-07,0.19,77
4743,USC00513117,2015-09-10,0.06,78
4744,USC00513117,2015-09-11,0.09,78
4745,USC00513117,2015-09-12,2.7,80
4746,USC00513117,2015-09-13,0.16,80
4747,USC00513117,2015-09-14,0.63,78
4748,USC00513117,2015-09-15,0.56,76
4749,USC00513117,2015-09-16,0.06,79
4750,USC00513117,2015-09-17,0.06,75
4751,USC00513117,2015-09-18,0.08,78
4753,USC00513117,2015-09-20,0.07,80
4754,USC00513117,2015-09-21,0.07,80
4755,USC00513117,2015-09-22,0.32,80
4756,USC00513117,2015-09-23,0.3,78
4757,USC00513117,2015-09-24,0.01,79
4759,USC00513117,2015-09-26,0.36,79
4760,USC00513117,2015-09-27,0.18,77
4761,USC00513117,2015-09-28,0.17,77
4762,USC00513117,2015-09-29,0.07,77
4763,USC00513117,2015-09-30,0.17,80
4765,USC00513117,2015-10-02,0.02,76
4768,USC00513117,2015-10-05,0.4,76
4769,USC00513117,2015-10-06,0.22,75
4770,USC00513117,2015-10-07,0.22,75
4771,USC00513117,2015-10-08,0.05,75
4772,USC00513117,2015-10-09,0.03,75
4773,USC00513117,2015-10-10,0.11,74
4774,USC00513117,2015-10-11,0.09,81
4775,USC00513117,2015-10-12,1.0,77
4776,USC00513117,2015-10-13,1.7,75
4777,USC00513117,2015-10-14,1.21,75
4778,USC00513117,2015-10-15,0.81,74
4779,USC00513117,2015-10-16,0.73,73
4780,USC00513117,2015-10-17,0.1,79
4781,USC00513117,2015-10-18,0.03,81
4782,USC00513117,2015-10-19,0.18,75
4783,USC00513117,2015-10-20,0.2,74
4784,USC00513117,2015-10-21,0.02,76
4786,USC00513117,2015-10-23,0.03,78
4788,USC00513117,2015-10-25,0.03,75
4789,USC00513117,2015-10-26,0.04,77
4790,USC00513117,2015-10-27,0.06,77
4791,USC00513117,2015-10-28,0.27,72
4792,USC00513117,2015-10-29,0.02,74
4793,USC00513117,2015-10-30,0.02,74
4794,USC00513117,2015-10-31,0.22,78
4795,USC00513117,2015-11-01,0.33,81
4798,USC00513117,2015-11-04,0.03,78
4799,USC00513117,2015-11-05,0.12,76
4800,USC00513117,2015-11-06,0.12,77
4801,USC00513117,2015-11-07,0.12,76
4802,USC00513117,2015-11-08,0.3,77
4803,USC00513117,2015-11-09,0.11,76
4804,USC00513117,2015-11-10,0.06,78
4806,USC00513117,2015-11-12,0.3,76
4807,USC00513117,2015-11-13,0.1,75
4808,USC00513117,2015-11-14,0.53,79
4809,USC00513117,2015-11-15,0.08,79
4811,USC00513117,2015-11-17,0.1,70
4812,USC00513117,2015-11-18,0.1,81
4813,USC00513117,2015-11-19,0.18,77
4814,USC00513117,2015-11-20,0.68,73
4815,USC00513117,2015-11-21,1.61,75
4816,USC00513117,2015-11-22,0.8,73
4817,USC00513117,2015-11-23,0.48,74
4818,USC00513117,2015-11-24,1.7,74
4819,USC00513117,2015-11-25,0.11,71
4820,USC00513117,2015-11-26,0.36,73
4821,USC00513117,2015-11-27,0.91,75
4822,USC00513117,2015-11-28,0.07,77
4823,USC00513117,2015-11-29,0.02,78
4824,USC00513117,2015-11-30,0.03,76
4825,USC00513117,2015-12-02,0.03,74
4826,USC00513117,2015-12-03,0.08,75
4827,USC00513117,2015-12-04,0.01,80
4828,USC00513117,2015-12-05,0.28,72
4829,USC00513117,2015-12-06,0.52,73
4831,USC00513117,2015-12-08,0.08,69
4832,USC00513117,2015-12-09,0.1,77
4833,USC00513117,2015-12-10,0.08,74
4835,USC00513117,2015-12-12,0.62,72
4837,USC00513117,2015-12-14,0.69,69
4838,USC00513117,2015-12-15,0.24,75
4839,USC00513117,2015-12-16,0.08,75
4840,USC00513117,2015-12-17,0.13,72
4841,USC00513117,2015-12-18,0.28,73
4842,USC00513117,2015-12-19,0.36,78
4843,USC00513117,2015-12-20,0.2,75
4844,USC00513117,2015-12-21,0.03,75
4845,USC00513117,2015-12-22,0.01,74
4846,USC00513117,2015-12-23,0.11,73
4848,USC00513117,2015-12-25,0.52,70
4849,USC00513117,2015-12-26,0.19,72
4850,USC00513117,2015-12-27,0.25,74
4851,USC00513117,2015-12-28,0.4,74
4852,USC00513117,2015-12-29,0.11,67
4853,USC00513117,2015-12-30,0.03,74
4854,USC00513117,2015-12-31,0.06,70
4855,USC00513117,2016-01-01,0.02,63
4856,USC00513117,2016-01-02,0.01,73
4859,USC00513117,2016-01-05,0.19,68
4860,USC00513117,2016-01-06,0.3,70
4861,USC00513117,2016-01-07,0.03,71
4862,USC00513117,2016-01-08,0.01,69
4864,USC00513117,2016-01-10,0.01,72
4865,USC00513117,2016-01-11,0.01,72
4866,USC00513117,2016-01-12,0.03,66
4870,USC00513117,2016-01-16,0.03,72
4871,USC00513117,2016-01-17,0.02,67
4874,USC00513117,2016-01-20,0.02,67
4875,USC00513117,2016-01-21,0.27,75
4876,USC00513117,2016-01-22,0.01,70
4879,USC00513117,2016-01-25,0.13,70
4880,USC00513117,2016-01-26,0.16,77
4887,USC00513117,2016-02-02,0.41,68
4888,USC00513117,2016-02-03,0.25,71
4892,USC00513117,2016-02-07,0.16,71
4897,USC00513117,2016-02-12,0.07,74
4898,USC00513117,2016-02-13,0.02,75
4901,USC00513117,2016-02-16,0.05,75
4902,USC00513117,2016-02-17,0.1,73
4903,USC00513117,2016-02-18,0.02,74
4904,USC00513117,2016-02-19,0.11,69
4905,USC00513117,2016-02-20,0.07,76
4906,USC00513117,2016-02-21,0.09,74
4907,USC00513117,2016-02-22,0.05,74
4911,USC00513117,2016-02-26,0.38,77
4912,USC00513117,2016-02-27,0.08,76
4922,USC00513117,2016-03-08,0.02,75
4923,USC00513117,2016-03-09,0.15,74
4925,USC00513117,2016-03-11,0.06,70
4929,USC00513117,2016-03-15,0.3,66
4930,USC00513117,2016-03-16,0.41,71
4931,USC00513117,2016-03-17,0.02,69
4932,USC00513117,2016-03-18,0.03,70
4933,USC00513117,2016-03-19,0.02,70
4935,USC00513117,2016-03-21,0.06,71
4937,USC00513117,2016-03-23,1.78,66
4938,USC00513117,2016-03-24,0.02,68
4939,USC00513117,2016-03-25,1.9,70
4940,USC00513117,2016-03-26,0.87,67
4941,USC00513117,2016-03-27,0.01,67
4943,USC00513117,2016-03-29,0.01,72
4944,USC00513117,2016-03-30,0.02,66
4947,USC00513117,2016-04-02,0.02,71
4950,USC00513117,2016-04-05,0.2,69
4951,USC00513117,2016-04-06,0.1,70
4952,USC00513117,2016-04-07,0.12,68
4953,USC00513117,2016-04-08,0.02,72
4954,USC00513117,2016-04-09,0.66,72
4955,USC00513117,2016-04-10,0.02,68
4956,USC00513117,2016-04-11,0.08,72
4957,USC00513117,2016-04-12,0.02,74
4958,USC00513117,2016-04-13,0.05,75
4959,USC00513117,2016-04-14,0.06,74
4961,USC00513117,2016-04-16,0.04,73
4962,USC00513117,2016-04-17,0.17,69
4963,USC00513117,2016-04-18,0.4,69
4964,USC00513117,2016-04-19,0.02,70
4966,USC00513117,2016-04-21,0.01,73
4968,USC00513117,2016-04-23,0.21,71
4969,USC00513117,2016-04-24,0.11,75
4970,USC00513117,2016-04-25,0.06,76
4971,USC00513117,2016-04-26,0.01,76
4972,USC00513117,2016-04-27,0.05,74
4976,USC00513117,2016-05-01,0.04,75
4978,USC00513117,2016-05-03,0.02,74
4979,USC00513117,2016-05-04,0.12,74
4980,USC00513117,2016-05-05,0.6,77
4981,USC00513117,2016-05-06,0.22,70
4982,USC00513117,2016-05-07,1.53,69
4983,USC00513117,2016-05-08,0.8,68
4984,USC00513117,2016-05-09,0.1,73
4985,USC00513117,2016-05-10,0.15,72
4986,USC00513117,2016-05-11,0.02,72
4989,USC00513117,2016-05-14,0.18,72
4990,USC00513117,2016-05-15,0.02,74
4992,USC00513117,2016-05-17,0.03,75
4993,USC00513117,2016-05-18,0.05,74
4994,USC00513117,2016-05-19,0.05,75
4995,USC00513117,2016-05-20,0.15,75
4996,USC00513117,2016-05-21,0.08,75
5001,USC00513117,2016-05-26,0.8,72
5002,USC00513117,2016-05-27,0.05,76
5005,USC00513117,2016-05-30,0.03,72
5006,USC00513117,2016-05-31,0.18,72
5007,USC00513117,2016-06-01,0.89,70
5008,USC00513117,2016-06-02,0.15,69
5009,USC00513117,2016-06-03,0.16,70
5011,USC00513117,2016-06-05,0.63,70
5012,USC00513117,2016-06-06,0.36,74
5013,USC00513117,2016-06-07,0.4,75
5015,USC00513117,2016-06-09,0.21,71
5016,USC00513117,2016-06-10,0.06,73
5017,USC00513117,2016-06-11,0.02,75
5018,USC00513117,2016-06-12,0.04,74
5019,USC00513117,2016-06-13,0.08,76
5020,USC00513117,2016-06-14,0.06,76
5021,USC00513117,2016-06-15,0.18,76
5022,USC00513117,2016-06-16,0.03,76
5023,USC00513117,2016-06-17,0.16,75
5024,USC00513117,2016-06-18,0.3,75
5025,USC00513117,2016-06-19,0.02,75
5026,USC00513117,2016-06-20,0.16,74
5027,USC00513117,2016-06-21,0.03,73
5028,USC00513117,2016-06-22,0.01,76
5029,USC00513117,2016-06-23,0.25,74
5030,USC00513117,2016-06-24,0.02,78
5031,USC00513117,2016-06-25,0.8,71
5032,USC00513117,2016-06-26,0.06,75
5033,USC00513117,2016-06-27,0.06,75
5034,USC00513117,2016-06-28,0.02,74
5035,USC00513117,2016-06-29,0.03,77
5040,USC00513117,2016-07-04,0.14,76
5041,USC00513117,2016-07-05,0.05,75
5042,USC00513117,2016-07-06,0.49,74
5043,USC00513117,2016-07-07,0.05,75
5044,USC00513117,2016-07-08,0.03,76
5046,USC00513117,2016-07-10,0.14,75
5047,USC00513117,2016-07-11,0.11,73
5048,USC00513117,2016-07-12,0.05,77
5049,USC00513117,2016-07-13,0.06,74
5050,USC00513117,2016-07-14,0.43,75
5051,USC00513117,2016-07-15,0.23,74
5052,USC00513117,2016-07-16,0.44,75
5053,USC00513117,2016-07-17,0.03,76
5054,USC00513117,2016-07-18,0.26,76
5055,USC00513117,2016-07-19,0.08,75
5057,USC00513117,2016-07-21,0.04,77
5058,USC00513117,2016-07-22,0.06,77
5059,USC00513117,2016-07-23,0.16,76
5060,USC00513117,2016-07-24,0.15,78
5061,USC00513117,2016-07-25,7.65,78
5063,USC00513117,2016-07-27,0.02,78
5066,USC00513117,2016-07-30,0.03,76
5067,USC00513117,2016-07-31,0.05,76
5068,USC00513117,2016-08-01,2.35,76
5069,USC00513117,2016-08-02,0.2,75
5070,USC00513117,2016-08-03,0.02,76
5071,USC00513117,2016-08-04,0.62,76
5072,USC00513117,2016-08-05,0.03,78
5073,USC00513117,2016-08-06,0.07,76
5074,USC00513117,2016-08-07,0.3,77
5075,USC00513117,2016-08-08,0.33,78
5078,USC00513117,2016-08-11,0.04,77
5079,USC00513117,2016-08-12,0.05,76
5081,USC00513117,2016-08-14,0.17,77
5082,USC00513117,2016-08-15,0.17,77
5083,USC00513117,2016-08-16,0.1,77
5086,USC00513117,2016-08-19,0.14,77
5087,USC00513117,2016-08-20,0.03,79
5088,USC00513117,2016-08-21,0.32,76
5089,USC00513117,2016-08-22,0.94,76
5090,USC00513117,2016-08-23,0.15,76
5091,USC00513117,2016-08-24,2.15,76
5092,USC00513117,2016-08-25,0.08,77
5093,USC00513117,2016-08-26,0.03,78
5094,USC00513117,2016-08-27,0.18,73
5095,USC00513117,2016-08-28,0.14,73
5096,USC00513117,2016-08-29,0.17,78
5098,USC00513117,2016-08-31,0.1,77
5100,USC00513117,2016-09-02,0.02,78
5101,USC00513117,2016-09-03,0.07,77
5102,USC00513117,2016-09-04,0.03,75
5103,USC00513117,2016-09-05,0.11,78
5104,USC00513117,2016-09-06,0.05,74
5105,USC00513117,2016-09-07,0.1,75
5106,USC00513117,2016-09-08,0.22,77
5107,USC00513117,2016-09-09,0.01,76
5108,USC00513117,2016-09-10,0.01,76
5109,USC00513117,2016-09-11,0.18,76
5110,USC00513117,2016-09-12,0.04,76
5111,USC00513117,2016-09-13,0.37,76
5112,USC00513117,2016-09-14,0.9,76
5113,USC00513117,2016-09-15,0.12,78
5114,USC00513117,2016-09-16,0.01,78
5115,USC00513117,2016-09-17,0.04,78
5117,USC00513117,2016-09-19,0.01,75
5118,USC00513117,2016-09-20,0.09,78
5119,USC00513117,2016-09-21,0.06,76
5120,USC00513117,2016-09-22,0.09,77
5121,USC00513117,2016-09-23,0.15,76
5123,USC00513117,2016-09-25,0.02,77
5124,USC00513117,2016-09-26,0.06,77
5125,USC00513117,2016-09-27,0.12,77
5126,USC00513117,2016-09-28,0.08,77
5127,USC00513117,2016-09-29,0.49,76
5128,USC00513117,2016-09-30,0.31,77
5129,USC00513117,2016-10-01,0.14,75
5130,USC00513117,2016-10-02,0.02,77
5131,USC00513117,2016-10-03,0.04,78
5134,USC00513117,2016-10-06,0.05,76
5139,USC00513117,2016-10-11,0.02,77
5140,USC00513117,2016-10-12,0.03,75
5145,USC00513117,2016-10-17,0.03,77
5146,USC00513117,2016-10-18,0.05,77
5147,USC00513117,2016-10-19,0.06,77
5149,USC00513117,2016-10-21,0.15,76
5150,USC00513117,2016-10-22,0.1,77
5151,USC00513117,2016-10-23,0.01,76
5153,USC00513117,2016-10-25,0.04,77
5154,USC00513117,2016-10-26,0.06,74
5155,USC00513117,2016-10-27,0.11,75
5156,USC00513117,2016-10-28,0.02,77
5157,USC00513117,2016-10-29,0.02,77
5158,USC00513117,2016-10-30,0.1,78
5159,USC00513117,2016-10-31,0.03,76
5160,USC00513117,2016-11-01,0.01,77
5164,USC00513117,2016-11-05,0.02,72
5165,USC00513117,2016-11-06,0.02,76
5167,USC00513117,2016-11-08,0.14,71
5168,USC00513117,2016-11-09,0.08,70
5173,USC00513117,2016-11-14,0.06,76
5175,USC00513117,2016-11-16,0.14,76
5176,USC00513117,2016-11-17,0.03,75
5177,USC00513117,2016-11-18,0.01,78
5178,USC00513117,2016-11-19,0.11,73
5179,USC00513117,2016-11-20,0.11,75
5180,USC00513117,2016-11-21,0.02,75
5181,USC00513117,2016-11-22,0.41,76
5182,USC00513117,2016-11-23,0.03,75
5183,USC00513117,2016-11-24,0.2,75
5184,USC00513117,2016-11-25,0.05,76
5185,USC00513117,2016-11-26,0.05,76
5186,USC00513117,2016-11-27,0.06,75
5187,USC00513117,2016-11-28,0.02,75
5188,USC00513117,2016-11-29,0.04,74
5189,USC00513117,2016-11-30,0.05,74
5190,USC00513117,2016-12-01,0.33,73
5191,USC00513117,2016-12-02,0.3,71
5192,USC00513117,2016-12-03,0.04,71
5193,USC00513117,2016-12-04,0.1,69
5194,USC00513117,2016-12-05,0.34,68
5195,USC00513117,2016-12-06,0.02,70
5196,USC00513117,2016-12-07,0.17,71
5197,USC00513117,2016-12-08,0.03,72
5198,USC00513117,2016-12-09,0.34,70
5199,USC00513117,2016-12-10,0.02,71
5200,USC00513117,2016-12-11,0.02,72
5201,USC00513117,2016-12-12,0.01,68
5202,USC00513117,2016-12-13,0.1,68
